word,phonemes,g2p_alignment
mengesahkan,m ə ŋ ə s a h k a n,m}m e}ə n|g}ŋ e}ə s}s a}a h}h k}k a}a n}n
mengesak,m ə ŋ ə s a ʔ,m}m e}ə n|g}ŋ e}ə s}s a}a k}ʔ
mengesakan,m ə ŋ ə s a k a n,m}m e}ə n|g}ŋ e}ə s}s a}a k}k a}a n}n
mengesalkan,m ə ŋ ə s a l k a n,m}m e}ə n|g}ŋ e}ə s}s a}a l}l k}k a}a n}n
mengesampingkan,m ə ŋ ə s a m p i ŋ k a n,m}m e}ə n|g}ŋ e}ə s}s a}a m}m p}p i}i n|g}ŋ k}k a}a n}n
mengesan,m ə ŋ ə s a n,m}m e}ə n|g}ŋ e}ə s}s a}a n}n
mengesang,m ə ŋ ə s a ŋ,m}m e}ə n|g}ŋ e}ə s}s a}a n|g}ŋ
mengesankan,m ə ŋ ə s a n k a n,m}m e}ə n|g}ŋ e}ə s}s a}a n}n k}k a}a n}n
mengesat,m ə ŋ ə s a t,m}m e}ə n|g}ŋ e}ə s}s a}a t}t
mengesek,m ə ŋ e s e ʔ,m}m e}ə n|g}ŋ e}e s}s e}e k}ʔ
mengesel,m ə ŋ ə s e l,m}m e}ə n|g}ŋ e}ə s}s e}e l}l
mengeset,m ə ŋ ə s e t,m}m e}ə n|g}ŋ e}ə s}s e}e t}t
mengesip,m ə ŋ ə s i p,m}m e}ə n|g}ŋ e}ə s}s i}i p}p
mengesot,m ə ŋ e s o t,m}m e}ə n|g}ŋ e}e s}s o}o t}t
mengesumba,m ə ŋ ə s u m b a,m}m e}ə n|g}ŋ e}ə s}s u}u m}m b}b a}a
mengesup,m ə ŋ ə s u p,m}m e}ə n|g}ŋ e}ə s}s u}u p}p
mengetahui,m ə ŋ ə t a h u i,m}m e}ə n|g}ŋ e}ə t}t a}a h}h u}u i}i
mengetam,m ə ŋ ə t a m,m}m e}ə n|g}ŋ e}ə t}t a}a m}m
mengetamkan,m ə ŋ ə t a m k a n,m}m e}ə n|g}ŋ e}ə t}t a}a m}m k}k a}a n}n
mengetap,m ə ŋ ə t a p,m}m e}ə n|g}ŋ e}ə t}t a}a p}p
mengetatkan,m ə ŋ ə t a t k a n,m}m e}ə n|g}ŋ e}ə t}t a}a t}t k}k a}a n}n
mengeteki,m ə ŋ e t e k i,m}m e}ə n|g}ŋ e}e t}t e}e k}k i}i
mengetemui,m ə ŋ ə t ə m u i,m}m e}ə n|g}ŋ e}ə t}t e}ə m}m u}u i}i
mengetemukan,m ə ŋ ə t ə m u k a n,m}m e}ə n|g}ŋ e}ə t}t e}ə m}m u}u k}k a}a n}n
mengeteng,m ə ŋ e t e ŋ,m}m e}ə n|g}ŋ e}e t}t e}e n|g}ŋ
mengetengahi,m ə ŋ ə t ə ŋ a h i,m}m e}ə n|g}ŋ e}ə t}t e}ə n|g}ŋ a}a h}h i}i
mengetengi,m ə ŋ e t e ŋ i,m}m e}ə n|g}ŋ e}e t}t e}e n|g}ŋ i}i
mengetengkan,m ə ŋ e t e ŋ k a n,m}m e}ə n|g}ŋ e}e t}t e}e n|g}ŋ k}k a}a n}n
mengetepikan,m ə ŋ ə t ə p i k a n,m}m e}ə n|g}ŋ e}ə t}t e}ə p}p i}i k}k a}a n}n
mengetes,m ə ŋ ə t e s,m}m e}ə n|g}ŋ e}ə t}t e}e s}s
mengetesi,m ə ŋ ə t e s i,m}m e}ə n|g}ŋ e}ə t}t e}e s}s i}i
mengeti,m ə ŋ ə t i,m}m e}ə n|g}ŋ e}ə t}t i}i
mengetik,m ə ŋ ə t i ʔ,m}m e}ə n|g}ŋ e}ə t}t i}i k}ʔ
mengetil,m ə ŋ ə t i l,m}m e}ə n|g}ŋ e}ə t}t i}i l}l
mengeting,m ə ŋ ə t i ŋ,m}m e}ə n|g}ŋ e}ə t}t i}i n|g}ŋ
mengetip,m ə ŋ ə t i p,m}m e}ə n|g}ŋ e}ə t}t i}i p}p
mengetis,m ə ŋ ə t i s,m}m e}ə n|g}ŋ e}ə t}t i}i s}s
mengetok,m ə ŋ ə t o ʔ,m}m e}ə n|g}ŋ e}ə t}t o}o k}ʔ
mengetrek,m ə ŋ ə t r e ʔ,m}m e}ə n|g}ŋ e}ə t}t r}r e}e k}ʔ
mengetuai,m ə ŋ ə t u a i,m}m e}ə n|g}ŋ e}ə t}t u}u a}a i}i
mengetuk,m ə ŋ ə t u ʔ,m}m e}ə n|g}ŋ e}ə t}t u}u k}ʔ
mengetulkan,m ə ŋ ə t u l k a n,m}m e}ə n|g}ŋ e}ə t}t u}u l}l k}k a}a n}n
mengevaluasi,m ə ŋ e v a l u a s i,m}m e}ə n|g}ŋ e}e v}v a}a l}l u}u a}a s}s i}i
mengga,m ə ŋ ɡ a,m}m e}ə n|g}ŋ g}ɡ a}a
menggabung,m ə ŋ ɡ a b u ŋ,m}m e}ə n|g}ŋ g}ɡ a}a b}b u}u n|g}ŋ
menggabungkan,m ə ŋ ɡ a b u ŋ k a n,m}m e}ə n|g}ŋ g}ɡ a}a b}b u}u n|g}ŋ k}k a}a n}n
menggadai,m ə ŋ ɡ a d a i,m}m e}ə n|g}ŋ g}ɡ a}a d}d a}a i}i
menggadaikan,m ə ŋ ɡ a d a i k a n,m}m e}ə n|g}ŋ g}ɡ a}a d}d a}a i}i k}k a}a n}n
menggagahi,m ə ŋ ɡ a ɡ a h i,m}m e}ə n|g}ŋ g}ɡ a}a g}ɡ a}a h}h i}i
menggagalkan,m ə ŋ ɡ a ɡ a l k a n,m}m e}ə n|g}ŋ g}ɡ a}a g}ɡ a}a l}l k}k a}a n}n
menggagas,m ə ŋ ɡ a ɡ a s,m}m e}ə n|g}ŋ g}ɡ a}a g}ɡ a}a s}s
menggagau,m ə ŋ ɡ a ɡ a u,m}m e}ə n|g}ŋ g}ɡ a}a g}ɡ a}a u}u
menggairahkan,m ə ŋ ɡ a i r a h k a n,m}m e}ə n|g}ŋ g}ɡ a}a i}i r}r a}a h}h k}k a}a n}n
menggait,m ə ŋ ɡ a i t,m}m e}ə n|g}ŋ g}ɡ a}a i}i t}t
menggaji,m ə ŋ ɡ a dʒ i,m}m e}ə n|g}ŋ g}ɡ a}a j}dʒ i}i
menggala,m ə ŋ ɡ a l a,m}m e}ə n|g}ŋ g}ɡ a}a l}l a}a
menggalak,m ə ŋ ɡ a l a ʔ,m}m e}ə n|g}ŋ g}ɡ a}a l}l a}a k}ʔ
menggalakkan,m ə ŋ ɡ a l a ʔ k a n,m}m e}ə n|g}ŋ g}ɡ a}a l}l a}a k}ʔ k}k a}a n}n
menggalang,m ə ŋ ɡ a l a ŋ,m}m e}ə n|g}ŋ g}ɡ a}a l}l a}a n|g}ŋ
menggalas,m ə ŋ ɡ a l a s,m}m e}ə n|g}ŋ g}ɡ a}a l}l a}a s}s
menggali,m ə ŋ ɡ a l i,m}m e}ə n|g}ŋ g}ɡ a}a l}l i}i
menggalurkan,m ə ŋ ɡ a l u r k a n,m}m e}ə n|g}ŋ g}ɡ a}a l}l u}u r}r k}k a}a n}n
menggambar,m ə ŋ ɡ a m b a r,m}m e}ə n|g}ŋ g}ɡ a}a m}m b}b a}a r}r
menggambarkan,m ə ŋ ɡ a m b a r k a n,m}m e}ə n|g}ŋ g}ɡ a}a m}m b}b a}a r}r k}k a}a n}n
menggamit,m ə ŋ ɡ a m i t,m}m e}ə n|g}ŋ g}ɡ a}a m}m i}i t}t
menggampangkan,m ə ŋ ɡ a m p a ŋ k a n,m}m e}ə n|g}ŋ g}ɡ a}a m}m p}p a}a n|g}ŋ k}k a}a n}n
mengganas,m ə ŋ ɡ a n a s,m}m e}ə n|g}ŋ g}ɡ a}a n}n a}a s}s
menggandakan,m ə ŋ ɡ a n d a k a n,m}m e}ə n|g}ŋ g}ɡ a}a n}n d}d a}a k}k a}a n}n
menggandingkan,m ə ŋ ɡ a n d i ŋ k a n,m}m e}ə n|g}ŋ g}ɡ a}a n}n d}d i}i n|g}ŋ k}k a}a n}n
mengganggu,m ə ŋ ɡ a ŋ ɡ u,m}m e}ə n|g}ŋ g}ɡ a}a n|g}ŋ g}ɡ u}u
mengganjal,m ə ŋ ɡ a n dʒ a l,m}m e}ə n|g}ŋ g}ɡ a}a n}n j}dʒ a}a l}l
mengganjar,m ə ŋ ɡ a n dʒ a r,m}m e}ə n|g}ŋ g}ɡ a}a n}n j}dʒ a}a r}r
mengganti,m ə ŋ ɡ a n t i,m}m e}ə n|g}ŋ g}ɡ a}a n}n t}t i}i
menggantikan,m ə ŋ ɡ a n t i k a n,m}m e}ə n|g}ŋ g}ɡ a}a n}n t}t i}i k}k a}a n}n
menggantikannya,m ə ŋ ɡ a n t i k a n ɲ a,m}m e}ə n|g}ŋ g}ɡ a}a n}n t}t i}i k}k a}a n}n n|y}ɲ a}a
menggantung,m ə ŋ ɡ a n t u ŋ,m}m e}ə n|g}ŋ g}ɡ a}a n}n t}t u}u n|g}ŋ
menggantungkan,m ə ŋ ɡ a n t u ŋ k a n,m}m e}ə n|g}ŋ g}ɡ a}a n}n t}t u}u n|g}ŋ k}k a}a n}n
mengganyang,m ə ŋ ɡ a ɲ a ŋ,m}m e}ə n|g}ŋ g}ɡ a}a n|y}ɲ a}a n|g}ŋ
menggapai,m ə ŋ ɡ a p a i,m}m e}ə n|g}ŋ g}ɡ a}a p}p a}a i}i
menggarap,m ə ŋ ɡ a r a p,m}m e}ə n|g}ŋ g}ɡ a}a r}r a}a p}p
menggari,m ə ŋ ɡ a r i,m}m e}ə n|g}ŋ g}ɡ a}a r}r i}i
menggaris,m ə ŋ ɡ a r i s,m}m e}ə n|g}ŋ g}ɡ a}a r}r i}i s}s
menggaris-bawahi,m ə ŋ ɡ a r i s - b a w a h i,m}m e}ə n|g}ŋ g}ɡ a}a r}r i}i s}s -}- b}b a}a w}w a}a h}h i}i
menggariskan,m ə ŋ ɡ a r i s k a n,m}m e}ə n|g}ŋ g}ɡ a}a r}r i}i s}s k}k a}a n}n
menggasak,m ə ŋ ɡ a s a ʔ,m}m e}ə n|g}ŋ g}ɡ a}a s}s a}a k}ʔ
menggauli,m ə ŋ ɡ a u l i,m}m e}ə n|g}ŋ g}ɡ a}a u}u l}l i}i
menggaungkan,m ə ŋ ɡ a u ŋ k a n,m}m e}ə n|g}ŋ g}ɡ a}a u}u n|g}ŋ k}k a}a n}n
menggebuk,m ə ŋ ɡ ə b u ʔ,m}m e}ə n|g}ŋ g}ɡ e}ə b}b u}u k}ʔ
menggedor,m ə ŋ ɡ ə d o r,m}m e}ə n|g}ŋ g}ɡ e}ə d}d o}o r}r
menggegar,m ə ŋ ɡ ə ɡ a r,m}m e}ə n|g}ŋ g}ɡ e}ə g}ɡ a}a r}r
menggegarkan,m ə ŋ ɡ ə ɡ a r k a n,m}m e}ə n|g}ŋ g}ɡ e}ə g}ɡ a}a r}r k}k a}a n}n
menggelakkan,m ə ŋ ɡ ə l a ʔ k a n,m}m e}ə n|g}ŋ g}ɡ e}ə l}l a}a k}ʔ k}k a}a n}n
menggelapkan,m ə ŋ ɡ ə l a p k a n,m}m e}ə n|g}ŋ g}ɡ e}ə l}l a}a p}p k}k a}a n}n
menggelar,m ə ŋ ɡ ə l a r,m}m e}ə n|g}ŋ g}ɡ e}ə l}l a}a r}r
menggelarkan,m ə ŋ ɡ ə l a r k a n,m}m e}ə n|g}ŋ g}ɡ e}ə l}l a}a r}r k}k a}a n}n
menggelecek,m ə ŋ ɡ ə l e tʃ e ʔ,m}m e}ə n|g}ŋ g}ɡ e}ə l}l e}e c}tʃ e}e k}ʔ
menggeledek,m ə ŋ ɡ ə l e d e ʔ,m}m e}ə n|g}ŋ g}ɡ e}ə l}l e}e d}d e}e k}ʔ
menggelegak,m ə ŋ ɡ ə l ə ɡ a ʔ,m}m e}ə n|g}ŋ g}ɡ e}ə l}l e}ə g}ɡ a}a k}ʔ
menggelegar,m ə ŋ ɡ ə l ə ɡ a r,m}m e}ə n|g}ŋ g}ɡ e}ə l}l e}ə g}ɡ a}a r}r
menggeleng,m ə ŋ ɡ e l e ŋ,m}m e}ə n|g}ŋ g}ɡ e}e l}l e}e n|g}ŋ
menggelengkan,m ə ŋ ɡ e l e ŋ k a n,m}m e}ə n|g}ŋ g}ɡ e}e l}l e}e n|g}ŋ k}k a}a n}n
menggelenyar,m ə ŋ ɡ ə l ə ɲ a r,m}m e}ə n|g}ŋ g}ɡ e}ə l}l e}ə n|y}ɲ a}a r}r
menggelepar,m ə ŋ ɡ ə l ə p a r,m}m e}ə n|g}ŋ g}ɡ e}ə l}l e}ə p}p a}a r}r
menggeletak,m ə ŋ ɡ ə l e t a ʔ,m}m e}ə n|g}ŋ g}ɡ e}ə l}l e}e t}t a}a k}ʔ
menggeletar,m ə ŋ ɡ ə l ə t a r,m}m e}ə n|g}ŋ g}ɡ e}ə l}l e}ə t}t a}a r}r
menggeli,m ə ŋ ɡ ə l i,m}m e}ə n|g}ŋ g}ɡ e}ə l}l i}i
menggelikan,m ə ŋ ɡ ə l i k a n,m}m e}ə n|g}ŋ g}ɡ e}ə l}l i}i k}k a}a n}n
menggelimangi,m ə ŋ ɡ ə l i m a ŋ i,m}m e}ə n|g}ŋ g}ɡ e}ə l}l i}i m}m a}a n|g}ŋ i}i
menggelincirkan,m ə ŋ ɡ ə l i n tʃ i r k a n,m}m e}ə n|g}ŋ g}ɡ e}ə l}l i}i n}n c}tʃ i}i r}r k}k a}a n}n
menggelinjang,m ə ŋ ɡ ə l i n dʒ a ŋ,m}m e}ə n|g}ŋ g}ɡ e}ə l}l i}i n}n j}dʒ a}a n|g}ŋ
menggelisahkan,m ə ŋ ɡ ə l i s a h k a n,m}m e}ə n|g}ŋ g}ɡ e}ə l}l i}i s}s a}a h}h k}k a}a n}n
menggelontor,m ə ŋ ɡ ə l o n t o r,m}m e}ə n|g}ŋ g}ɡ e}ə l}l o}o n}n t}t o}o r}r
menggelora,m ə ŋ ɡ ə l o r a,m}m e}ə n|g}ŋ g}ɡ e}ə l}l o}o r}r a}a
menggema,m ə ŋ ɡ ə m a,m}m e}ə n|g}ŋ g}ɡ e}ə m}m a}a
menggemari,m ə ŋ ɡ ə m a r i,m}m e}ə n|g}ŋ g}ɡ e}ə m}m a}a r}r i}i
menggembala,m ə ŋ ɡ ə m b a l a,m}m e}ə n|g}ŋ g}ɡ e}ə m}m b}b a}a l}l a}a
menggembalakan,m ə ŋ ɡ ə m b a l a k a n,m}m e}ə n|g}ŋ g}ɡ e}ə m}m b}b a}a l}l a}a k}k a}a n}n
menggembirakan,m ə ŋ ɡ ə m b i r a k a n,m}m e}ə n|g}ŋ g}ɡ e}ə m}m b}b i}i r}r a}a k}k a}a n}n
menggembleng,m ə ŋ ɡ ə m b l e ŋ,m}m e}ə n|g}ŋ g}ɡ e}ə m}m b}b l}l e}e n|g}ŋ
menggemborkan,m ə ŋ ɡ ə m b o r k a n,m}m e}ə n|g}ŋ g}ɡ e}ə m}m b}b o}o r}r k}k a}a n}n
menggemburkan,m ə ŋ ɡ ə m b u r k a n,m}m e}ə n|g}ŋ g}ɡ e}ə m}m b}b u}u r}r k}k a}a n}n
menggemparkan,m ə ŋ ɡ ə m p a r k a n,m}m e}ə n|g}ŋ g}ɡ e}ə m}m p}p a}a r}r k}k a}a n}n
menggempur,m ə ŋ ɡ ə m p u r,m}m e}ə n|g}ŋ g}ɡ e}ə m}m p}p u}u r}r
menggemukkan,m ə ŋ ɡ ə m u ʔ k a n,m}m e}ə n|g}ŋ g}ɡ e}ə m}m u}u k}ʔ k}k a}a n}n
menggenapi,m ə ŋ ɡ ə n a p i,m}m e}ə n|g}ŋ g}ɡ e}ə n}n a}a p}p i}i
menggenapkan,m ə ŋ ɡ ə n a p k a n,m}m e}ə n|g}ŋ g}ɡ e}ə n}n a}a p}p k}k a}a n}n
menggendong,m ə ŋ ɡ e n d o ŋ,m}m e}ə n|g}ŋ g}ɡ e}e n}n d}d o}o n|g}ŋ
menggenggam,m ə ŋ ɡ ə ŋ ɡ a m,m}m e}ə n|g}ŋ g}ɡ e}ə n|g}ŋ g}ɡ a}a m}m
menggenggamkan,m ə ŋ ɡ ə ŋ ɡ a m k a n,m}m e}ə n|g}ŋ g}ɡ e}ə n|g}ŋ g}ɡ a}a m}m k}k a}a n}n
menggerakkan,m ə ŋ ɡ ə r a ʔ k a n,m}m e}ə n|g}ŋ g}ɡ e}ə r}r a}a k}ʔ k}k a}a n}n
menggerebek,m ə ŋ ɡ ə r ə b ə ʔ,m}m e}ə n|g}ŋ g}ɡ e}ə r}r e}ə b}b e}ə k}ʔ
menggerenyet,m ə ŋ ɡ ə r e ɲ e t,m}m e}ə n|g}ŋ g}ɡ e}ə r}r e}e n|y}ɲ e}e t}t
menggeret,m ə ŋ ɡ e r e t,m}m e}ə n|g}ŋ g}ɡ e}e r}r e}e t}t
menggergaji,m ə ŋ ɡ ə r ɡ a dʒ i,m}m e}ə n|g}ŋ g}ɡ e}ə r}r g}ɡ a}a j}dʒ i}i
menggerogoti,m ə ŋ ɡ ə r o ɡ o t i,m}m e}ə n|g}ŋ g}ɡ e}ə r}r o}o g}ɡ o}o t}t i}i
menggeropyok,m ə ŋ ɡ ə r o p j o ʔ,m}m e}ə n|g}ŋ g}ɡ e}ə r}r o}o p}p y}j o}o k}ʔ
menggertak,m ə ŋ ɡ ə r t a ʔ,m}m e}ə n|g}ŋ g}ɡ e}ə r}r t}t a}a k}ʔ
menggerunkan,m ə ŋ ɡ ə r u n k a n,m}m e}ə n|g}ŋ g}ɡ e}ə r}r u}u n}n k}k a}a n}n
menggerus,m ə ŋ ɡ ə r u s,m}m e}ə n|g}ŋ g}ɡ e}ə r}r u}u s}s
menggerutu,m ə ŋ ɡ ə r u t u,m}m e}ə n|g}ŋ g}ɡ e}ə r}r u}u t}t u}u
menggesa,m ə ŋ ɡ ə s a,m}m e}ə n|g}ŋ g}ɡ e}ə s}s a}a
menggesek,m ə ŋ ɡ e s e ʔ,m}m e}ə n|g}ŋ g}ɡ e}e s}s e}e k}ʔ
menggeser,m ə ŋ ɡ e s e r,m}m e}ə n|g}ŋ g}ɡ e}e s}s e}e r}r
menggetap,m ə ŋ ɡ ə t a p,m}m e}ə n|g}ŋ g}ɡ e}ə t}t a}a p}p
menggetarkan,m ə ŋ ɡ ə t a r k a n,m}m e}ə n|g}ŋ g}ɡ e}ə t}t a}a r}r k}k a}a n}n
menggiatkan,m ə ŋ ɡ i a t k a n,m}m e}ə n|g}ŋ g}ɡ i}i a}a t}t k}k a}a n}n
menggigil,m ə ŋ ɡ i ɡ i l,m}m e}ə n|g}ŋ g}ɡ i}i g}ɡ i}i l}l
menggigit,m ə ŋ ɡ i ɡ i t,m}m e}ə n|g}ŋ g}ɡ i}i g}ɡ i}i t}t
menggila,m ə ŋ ɡ i l a,m}m e}ə n|g}ŋ g}ɡ i}i l}l a}a
menggilai,m ə ŋ ɡ i l a i,m}m e}ə n|g}ŋ g}ɡ i}i l}l a}a i}i
menggilap,m ə ŋ ɡ i l a p,m}m e}ə n|g}ŋ g}ɡ i}i l}l a}a p}p
menggiling,m ə ŋ ɡ i l i ŋ,m}m e}ə n|g}ŋ g}ɡ i}i l}l i}i n|g}ŋ
menggirangkan,m ə ŋ ɡ i r a ŋ k a n,m}m e}ə n|g}ŋ g}ɡ i}i r}r a}a n|g}ŋ k}k a}a n}n
menggiring,m ə ŋ ɡ i r i ŋ,m}m e}ə n|g}ŋ g}ɡ i}i r}r i}i n|g}ŋ
menggiurkan,m ə ŋ ɡ i u r k a n,m}m e}ə n|g}ŋ g}ɡ i}i u}u r}r k}k a}a n}n
menggocoh,m ə ŋ ɡ o tʃ o h,m}m e}ə n|g}ŋ g}ɡ o}o c}tʃ o}o h}h
menggoda,m ə ŋ ɡ o d a,m}m e}ə n|g}ŋ g}ɡ o}o d}d a}a
menggolek,m ə ŋ ɡ o l e ʔ,m}m e}ə n|g}ŋ g}ɡ o}o l}l e}e k}ʔ
menggolongkan,m ə ŋ ɡ o l o ŋ k a n,m}m e}ə n|g}ŋ g}ɡ o}o l}l o}o n|g}ŋ k}k a}a n}n
menggoncang,m ə ŋ ɡ o n tʃ a ŋ,m}m e}ə n|g}ŋ g}ɡ o}o n}n c}tʃ a}a n|g}ŋ
menggondol,m ə ŋ ɡ o n d o l,m}m e}ə n|g}ŋ g}ɡ o}o n}n d}d o}o l}l
menggonggong,m ə ŋ ɡ o ŋ ɡ o ŋ,m}m e}ə n|g}ŋ g}ɡ o}o n|g}ŋ g}ɡ o}o n|g}ŋ
menggoreng,m ə ŋ ɡ o r e ŋ,m}m e}ə n|g}ŋ g}ɡ o}o r}r e}e n|g}ŋ
menggores,m ə ŋ ɡ o r e s,m}m e}ə n|g}ŋ g}ɡ o}o r}r e}e s}s
menggoresi,m ə ŋ ɡ o r e s i,m}m e}ə n|g}ŋ g}ɡ o}o r}r e}e s}s i}i
menggosok,m ə ŋ ɡ o s o ʔ,m}m e}ə n|g}ŋ g}ɡ o}o s}s o}o k}ʔ
menggotong,m ə ŋ ɡ o t o ŋ,m}m e}ə n|g}ŋ g}ɡ o}o t}t o}o n|g}ŋ
menggoyahkan,m ə ŋ ɡ o j a h k a n,m}m e}ə n|g}ŋ g}ɡ o}o y}j a}a h}h k}k a}a n}n
menggoyangkan,m ə ŋ ɡ o j a ŋ k a n,m}m e}ə n|g}ŋ g}ɡ o}o y}j a}a n|g}ŋ k}k a}a n}n
menggubal,m ə ŋ ɡ u b a l,m}m e}ə n|g}ŋ g}ɡ u}u b}b a}a l}l
menggubris,m ə ŋ ɡ u b r i s,m}m e}ə n|g}ŋ g}ɡ u}u b}b r}r i}i s}s
menggugah,m ə ŋ ɡ u ɡ a h,m}m e}ə n|g}ŋ g}ɡ u}u g}ɡ a}a h}h
menggugat,m ə ŋ ɡ u ɡ a t,m}m e}ə n|g}ŋ g}ɡ u}u g}ɡ a}a t}t
menggugurkan,m ə ŋ ɡ u ɡ u r k a n,m}m e}ə n|g}ŋ g}ɡ u}u g}ɡ u}u r}r k}k a}a n}n
mengguling,m ə ŋ ɡ u l i ŋ,m}m e}ə n|g}ŋ g}ɡ u}u l}l i}i n|g}ŋ
menggulingkan,m ə ŋ ɡ u l i ŋ k a n,m}m e}ə n|g}ŋ g}ɡ u}u l}l i}i n|g}ŋ k}k a}a n}n
menggulung,m ə ŋ ɡ u l u ŋ,m}m e}ə n|g}ŋ g}ɡ u}u l}l u}u n|g}ŋ
menggumuli,m ə ŋ ɡ u m u l i,m}m e}ə n|g}ŋ g}ɡ u}u m}m u}u l}l i}i
menggunakan,m ə ŋ ɡ u n a k a n,m}m e}ə n|g}ŋ g}ɡ u}u n}n a}a k}k a}a n}n
menggunakannya,m ə ŋ ɡ u n a k a n ɲ a,m}m e}ə n|g}ŋ g}ɡ u}u n}n a}a k}k a}a n}n n|y}ɲ a}a
mengguncang,m ə ŋ ɡ u n tʃ a ŋ,m}m e}ə n|g}ŋ g}ɡ u}u n}n c}tʃ a}a n|g}ŋ
mengguncangkan,m ə ŋ ɡ u n tʃ a ŋ k a n,m}m e}ə n|g}ŋ g}ɡ u}u n}n c}tʃ a}a n|g}ŋ k}k a}a n}n
menggundul,m ə ŋ ɡ u n d u l,m}m e}ə n|g}ŋ g}ɡ u}u n}n d}d u}u l}l
menggunjing,m ə ŋ ɡ u n dʒ i ŋ,m}m e}ə n|g}ŋ g}ɡ u}u n}n j}dʒ i}i n|g}ŋ
menggunting,m ə ŋ ɡ u n t i ŋ,m}m e}ə n|g}ŋ g}ɡ u}u n}n t}t i}i n|g}ŋ
mengguntur,m ə ŋ ɡ u n t u r,m}m e}ə n|g}ŋ g}ɡ u}u n}n t}t u}u r}r
menggunung,m ə ŋ ɡ u n u ŋ,m}m e}ə n|g}ŋ g}ɡ u}u n}n u}u n|g}ŋ
menggurui,m ə ŋ ɡ u r u i,m}m e}ə n|g}ŋ g}ɡ u}u r}r u}u i}i
menggusta,m ə ŋ ɡ u s t a,m}m e}ə n|g}ŋ g}ɡ u}u s}s t}t a}a
menghabisi,m ə ŋ h a b i s i,m}m e}ə n|g}ŋ h}h a}a b}b i}i s}s i}i
menghabiskan,m ə ŋ h a b i s k a n,m}m e}ə n|g}ŋ h}h a}a b}b i}i s}s k}k a}a n}n
menghadang,m ə ŋ h a d a ŋ,m}m e}ə n|g}ŋ h}h a}a d}d a}a n|g}ŋ
menghadap,m ə ŋ h a d a p,m}m e}ə n|g}ŋ h}h a}a d}d a}a p}p
menghadapi,m ə ŋ h a d a p i,m}m e}ə n|g}ŋ h}h a}a d}d a}a p}p i}i
menghadapkan,m ə ŋ h a d a p k a n,m}m e}ə n|g}ŋ h}h a}a d}d a}a p}p k}k a}a n}n
menghadiahi,m ə ŋ h a d i a h i,m}m e}ə n|g}ŋ h}h a}a d}d i}i a}a h}h i}i
menghadiahkan,m ə ŋ h a d i a h k a n,m}m e}ə n|g}ŋ h}h a}a d}d i}i a}a h}h k}k a}a n}n
menghadiri,m ə ŋ h a d i r i,m}m e}ə n|g}ŋ h}h a}a d}d i}i r}r i}i
menghadirkan,m ə ŋ h a d i r k a n,m}m e}ə n|g}ŋ h}h a}a d}d i}i r}r k}k a}a n}n
menghadkan,m ə ŋ h a d k a n,m}m e}ə n|g}ŋ h}h a}a d}d k}k a}a n}n
menghafal,m ə ŋ h a f a l,m}m e}ə n|g}ŋ h}h a}a f}f a}a l}l
menghajar,m ə ŋ h a dʒ a r,m}m e}ə n|g}ŋ h}h a}a j}dʒ a}a r}r
menghajatkan,m ə ŋ h a dʒ a t k a n,m}m e}ə n|g}ŋ h}h a}a j}dʒ a}a t}t k}k a}a n}n
menghakimi,m ə ŋ h a k i m i,m}m e}ə n|g}ŋ h}h a}a k}k i}i m}m i}i
menghala,m ə ŋ h a l a,m}m e}ə n|g}ŋ h}h a}a l}l a}a
menghalakan,m ə ŋ h a l a k a n,m}m e}ə n|g}ŋ h}h a}a l}l a}a k}k a}a n}n
menghalalkan,m ə ŋ h a l a l k a n,m}m e}ə n|g}ŋ h}h a}a l}l a}a l}l k}k a}a n}n
menghalang,m ə ŋ h a l a ŋ,m}m e}ə n|g}ŋ h}h a}a l}l a}a n|g}ŋ
menghalangi,m ə ŋ h a l a ŋ i,m}m e}ə n|g}ŋ h}h a}a l}l a}a n|g}ŋ i}i
menghalau,m ə ŋ h a l a u,m}m e}ə n|g}ŋ h}h a}a l}l a}a u}u
menghalusi,m ə ŋ h a l u s i,m}m e}ə n|g}ŋ h}h a}a l}l u}u s}s i}i
menghaluskan,m ə ŋ h a l u s k a n,m}m e}ə n|g}ŋ h}h a}a l}l u}u s}s k}k a}a n}n
menghambakan,m ə ŋ h a m b a k a n,m}m e}ə n|g}ŋ h}h a}a m}m b}b a}a k}k a}a n}n
menghambat,m ə ŋ h a m b a t,m}m e}ə n|g}ŋ h}h a}a m}m b}b a}a t}t
menghambur,m ə ŋ h a m b u r,m}m e}ə n|g}ŋ h}h a}a m}m b}b u}u r}r
menghamburkan,m ə ŋ h a m b u r k a n,m}m e}ə n|g}ŋ h}h a}a m}m b}b u}u r}r k}k a}a n}n
menghamilkan,m ə ŋ h a m i l k a n,m}m e}ə n|g}ŋ h}h a}a m}m i}i l}l k}k a}a n}n
menghampakan,m ə ŋ h a m p a k a n,m}m e}ə n|g}ŋ h}h a}a m}m p}p a}a k}k a}a n}n
menghamparkan,m ə ŋ h a m p a r k a n,m}m e}ə n|g}ŋ h}h a}a m}m p}p a}a r}r k}k a}a n}n
menghampiri,m ə ŋ h a m p i r i,m}m e}ə n|g}ŋ h}h a}a m}m p}p i}i r}r i}i
menghancurkan,m ə ŋ h a n tʃ u r k a n,m}m e}ə n|g}ŋ h}h a}a n}n c}tʃ u}u r}r k}k a}a n}n
